t,U_x,U_y,U_z,solver,dt
5.47684,0.09436815,0.130029,0.091046,interIsoFoam,0.0012199999999999989
5.47806,0.09436888,0.1300261,0.09104585,interIsoFoam,0.0012199999999999989
5.47928,0.09438623,0.1300234,0.09104397,interIsoFoam,0.0012199999999999989
5.4805,0.09438488,0.1300205,0.09104528,interIsoFoam,0.0012199999999999989
5.48172,0.09440074,0.1300177,0.09104431,interIsoFoam,0.0012199999999999989
5.48294,0.09440215,0.1300148,0.09104757,interIsoFoam,0.0012199999999999989
5.48416,0.09441595,0.130012,0.09104658,interIsoFoam,0.0012199999999999989
5.48537,0.09441587,0.1300093,0.09104558,interIsoFoam,0.0012099999999994893
5.48659,0.09443221,0.1300063,0.09104815,interIsoFoam,0.0012199999999999989
5.48781,0.09442996,0.1300036,0.09104857,interIsoFoam,0.0012199999999999989
5.48903,0.0944447,0.1300008,0.09104739,interIsoFoam,0.0012199999999999989
5.49025,0.09447587,0.1299979,0.09105161,interIsoFoam,0.0012199999999999989
5.49147,0.09447967,0.1299952,0.09105213,interIsoFoam,0.0012199999999999989
5.49269,0.09449127,0.1299924,0.09105301,interIsoFoam,0.0012199999999999989
5.49391,0.09448539,0.1299896,0.09105747,interIsoFoam,0.0012199999999999989
5.49512,0.09449529,0.1299868,0.09106052,interIsoFoam,0.0012100000000003774
5.49634,0.09451837,0.1299841,0.09106207,interIsoFoam,0.0012199999999999989
5.49756,0.09451515,0.1299812,0.09106941,interIsoFoam,0.0012199999999999989
5.49878,0.09452588,0.1299784,0.09107357,interIsoFoam,0.0012199999999999989
5.5,0.09451751,0.1299757,0.09107419,interIsoFoam,0.0012199999999999989
5.50123,0.09454427,0.1299805,0.09108359,interIsoFoam,0.0012299999999996203
5.50246,0.09457713,0.1299788,0.09109565,interIsoFoam,0.0012300000000005085
5.50369,0.09457469,0.1299745,0.09109336,interIsoFoam,0.0012299999999996203
5.50491,0.09458569,0.1299701,0.09109195,interIsoFoam,0.0012199999999999989
5.50614,0.09461291,0.1299653,0.09110113,interIsoFoam,0.0012300000000005085
5.50737,0.09460745,0.1299609,0.09109975,interIsoFoam,0.0012299999999996203
5.5086,0.09461804,0.129957,0.09109654,interIsoFoam,0.0012300000000005085
5.50983,0.09461068,0.1299531,0.09110723,interIsoFoam,0.0012299999999996203
5.51106,0.09462016,0.1299495,0.0911035,interIsoFoam,0.0012299999999996203
5.51229,0.09464684,0.1299463,0.09109974,interIsoFoam,0.0012300000000005085
5.51351,0.0946431,0.1299432,0.09110327,interIsoFoam,0.0012199999999999989
5.51474,0.09465432,0.12994,0.09110149,interIsoFoam,0.0012299999999996203
5.51597,0.09464857,0.1299371,0.09109617,interIsoFoam,0.0012300000000005085
5.5172,0.09465868,0.1299342,0.09109857,interIsoFoam,0.0012299999999996203
5.51843,0.09465384,0.1299315,0.09109804,interIsoFoam,0.0012300000000005085
5.51966,0.09466394,0.1299286,0.09110496,interIsoFoam,0.0012299999999996203
5.52088,0.09465704,0.1299259,0.09110387,interIsoFoam,0.0012199999999999989
5.52211,0.09466768,0.1299232,0.09110424,interIsoFoam,0.0012299999999996203
5.52334,0.09466583,0.1299206,0.09109812,interIsoFoam,0.0012300000000005085
5.52457,0.09467907,0.1299179,0.09109504,interIsoFoam,0.0012299999999996203
5.5258,0.09467848,0.1299152,0.09108942,interIsoFoam,0.0012300000000005085
5.52703,0.09469222,0.1299124,0.09108551,interIsoFoam,0.0012299999999996203
5.52826,0.09469087,0.1299099,0.09107584,interIsoFoam,0.0012300000000005085
5.52948,0.09470083,0.1299071,0.09106422,interIsoFoam,0.0012199999999999989
5.53071,0.09469808,0.1299045,0.09104713,interIsoFoam,0.0012299999999996203
5.53194,0.09471092,0.1299019,0.09104703,interIsoFoam,0.0012299999999996203
5.53317,0.09470869,0.1298992,0.09104322,interIsoFoam,0.0012300000000005085
5.5344,0.09472078,0.1298966,0.09103545,interIsoFoam,0.0012299999999996203
5.53563,0.09471741,0.1298942,0.09103702,interIsoFoam,0.0012300000000005085
5.53686,0.09472882,0.1298915,0.09103863,interIsoFoam,0.0012299999999996203
5.53808,0.09472493,0.129889,0.09102894,interIsoFoam,0.0012199999999999989
5.53931,0.09473526,0.1298865,0.09102973,interIsoFoam,0.0012300000000005085
5.54054,0.09473034,0.129884,0.09102445,interIsoFoam,0.0012299999999996203
5.54177,0.09474717,0.1298841,0.09101358,interIsoFoam,0.0012299999999996203
5.543,0.09473686,0.1298795,0.09100979,interIsoFoam,0.0012300000000005085
5.54423,0.09475196,0.1298783,0.09100387,interIsoFoam,0.0012299999999996203
5.54546,0.09474041,0.1298735,0.09098095,interIsoFoam,0.0012300000000005085
5.54669,0.09475507,0.1298727,0.09097598,interIsoFoam,0.0012299999999996203
5.54792,0.09475067,0.1298708,0.09097583,interIsoFoam,0.0012300000000005085
5.54916,0.09476037,0.1298677,0.09096772,interIsoFoam,0.0012399999999992417
5.55039,0.09475472,0.1298651,0.09094604,interIsoFoam,0.0012300000000005085
5.55162,0.09476343,0.1298621,0.09093949,interIsoFoam,0.0012299999999996203
5.55285,0.09475761,0.1298593,0.09094091,interIsoFoam,0.0012300000000005085
5.55408,0.09476615,0.1298565,0.09094772,interIsoFoam,0.0012299999999996203
5.55532,0.09476044,0.1298538,0.09094473,interIsoFoam,0.0012400000000001299
5.55655,0.09476908,0.1298512,0.09092999,interIsoFoam,0.0012299999999996203
5.55778,0.09476355,0.1298488,0.0909223,interIsoFoam,0.0012300000000005085
5.55901,0.09477237,0.1298463,0.09091974,interIsoFoam,0.0012299999999996203
5.56024,0.09476702,0.1298441,0.09092118,interIsoFoam,0.0012300000000005085
5.56147,0.09477602,0.1298415,0.09091206,interIsoFoam,0.0012299999999996203
5.56271,0.09477083,0.129839,0.09089122,interIsoFoam,0.0012400000000001299
5.56394,0.09478001,0.1298365,0.09087887,interIsoFoam,0.0012299999999996203
5.56517,0.09477494,0.1298342,0.09087062,interIsoFoam,0.0012300000000005085
5.5664,0.09478431,0.1298318,0.09086803,interIsoFoam,0.0012299999999996203
5.56763,0.09477945,0.1298296,0.09086818,interIsoFoam,0.0012300000000005085
5.56887,0.09478904,0.1298273,0.0908712,interIsoFoam,0.0012400000000001299
5.5701,0.09478438,0.1298251,0.09087503,interIsoFoam,0.0012299999999996203
5.57133,0.09479422,0.1298226,0.09086659,interIsoFoam,0.0012299999999996203
5.57256,0.09479497,0.1298203,0.09084073,interIsoFoam,0.0012300000000005085
5.57379,0.09480719,0.129818,0.09082201,interIsoFoam,0.0012299999999996203
5.57502,0.09480679,0.1298158,0.09080665,interIsoFoam,0.0012300000000005085
5.57626,0.09481875,0.1298134,0.09080014,interIsoFoam,0.0012400000000001299
5.57749,0.09481712,0.1298112,0.09079471,interIsoFoam,0.0012299999999996203
5.57872,0.0948288,0.129809,0.09079225,interIsoFoam,0.0012299999999996203
5.57995,0.09482636,0.1298068,0.09079049,interIsoFoam,0.0012300000000005085
5.58118,0.09483773,0.1298046,0.09078987,interIsoFoam,0.0012299999999996203
5.58242,0.09483506,0.1298025,0.09078943,interIsoFoam,0.0012400000000001299
5.58365,0.09484647,0.1298003,0.09078953,interIsoFoam,0.0012299999999996203
5.58488,0.09484414,0.1297981,0.09078941,interIsoFoam,0.0012300000000005085
5.58611,0.09485602,0.1297959,0.0907894,interIsoFoam,0.0012299999999996203
5.58734,0.09485447,0.1297938,0.09078892,interIsoFoam,0.0012300000000005085
5.58857,0.09486715,0.1297916,0.0907882,interIsoFoam,0.0012299999999996203
5.58981,0.09486664,0.1297895,0.09078699,interIsoFoam,0.0012400000000001299
5.59104,0.09485022,0.1297873,0.09078541,interIsoFoam,0.0012299999999996203
5.59227,0.0948633,0.1297852,0.09078337,interIsoFoam,0.0012300000000005085
5.5935,0.09486324,0.129783,0.09078101,interIsoFoam,0.0012299999999996203
5.59473,0.09487814,0.1297808,0.09077829,interIsoFoam,0.0012300000000005085
5.59597,0.09488575,0.1297786,0.09077514,interIsoFoam,0.0012400000000001299
5.5972,0.0948765,0.1297764,0.09077157,interIsoFoam,0.0012299999999996203
5.59843,0.09489496,0.1297742,0.09076756,interIsoFoam,0.0012299999999996203
5.59966,0.09490531,0.1297721,0.09076309,interIsoFoam,0.0012300000000005085
5.60089,0.09489935,0.1297699,0.09075805,interIsoFoam,0.0012299999999996203
5.60212,0.09489303,0.1297678,0.0907525,interIsoFoam,0.0012300000000005085
5.60336,0.09491675,0.1297656,0.09074648,interIsoFoam,0.0012400000000001299
5.60459,0.09493264,0.1297634,0.09074221,interIsoFoam,0.0012299999999996203
5.60582,0.09493818,0.1297611,0.09073578,interIsoFoam,0.0012299999999996203
5.60705,0.09494071,0.129759,0.09072987,interIsoFoam,0.0012300000000005085
5.60828,0.09493895,0.1297568,0.09072198,interIsoFoam,0.0012299999999996203
5.60952,0.09493751,0.1297546,0.09071471,interIsoFoam,0.0012400000000001299
5.61075,0.09493801,0.1297524,0.09070575,interIsoFoam,0.0012300000000005085
5.61198,0.09494041,0.1297503,0.09069773,interIsoFoam,0.0012299999999996203
5.61321,0.09494409,0.1297481,0.09068801,interIsoFoam,0.0012299999999996203
5.61444,0.09494924,0.129746,0.0906794,interIsoFoam,0.0012300000000005085
5.61567,0.09495577,0.129744,0.09066907,interIsoFoam,0.0012299999999996203
5.61691,0.09496568,0.1297419,0.09065987,interIsoFoam,0.0012400000000001299
5.61814,0.0949734,0.1297399,0.09064903,interIsoFoam,0.0012300000000005085
5.61937,0.09498002,0.1297379,0.09063923,interIsoFoam,0.0012299999999996203
5.6206,0.09498648,0.1297358,0.09062799,interIsoFoam,0.0012299999999996203
5.62183,0.09499247,0.1297338,0.09061764,interIsoFoam,0.0012300000000005085
5.62307,0.09499856,0.1297317,0.09060607,interIsoFoam,0.0012400000000001299
5.6243,0.09500499,0.1297297,0.09059521,interIsoFoam,0.0012299999999996203
5.62553,0.09501389,0.1297276,0.09058336,interIsoFoam,0.0012300000000005085
5.62676,0.09502019,0.1297257,0.09057202,interIsoFoam,0.0012299999999996203
5.62799,0.09502512,0.1297236,0.09055994,interIsoFoam,0.0012299999999996203
5.62922,0.09502944,0.1297216,0.09054823,interIsoFoam,0.0012300000000005085
5.63046,0.09503405,0.1297193,0.09053597,interIsoFoam,0.0012400000000001299
5.63169,0.09504167,0.1297173,0.09052391,interIsoFoam,0.0012299999999996203
5.63292,0.09504713,0.1297151,0.0905115,interIsoFoam,0.0012300000000005085
5.63415,0.09505179,0.1297131,0.09049913,interIsoFoam,0.0012299999999996203
5.63538,0.09505625,0.1297109,0.0904865,interIsoFoam,0.0012299999999996203
5.63662,0.09506141,0.129709,0.09047371,interIsoFoam,0.0012400000000001299
5.63785,0.09506973,0.1297069,0.0904608,interIsoFoam,0.0012300000000005085
5.63908,0.09507618,0.1297048,0.09044775,interIsoFoam,0.0012299999999996203
5.64031,0.09508143,0.1297027,0.09043466,interIsoFoam,0.0012300000000005085
5.64154,0.09508727,0.1297005,0.09042136,interIsoFoam,0.0012299999999996203
5.64277,0.09509625,0.1296983,0.09040814,interIsoFoam,0.0012299999999996203
5.64401,0.09510338,0.1296962,0.09039453,interIsoFoam,0.0012400000000001299
5.64524,0.09510931,0.1296941,0.09038102,interIsoFoam,0.0012300000000005085
5.64647,0.09511584,0.129692,0.09036711,interIsoFoam,0.0012299999999996203
5.6477,0.09512545,0.1296898,0.09035312,interIsoFoam,0.0012300000000005085
5.64893,0.0951332,0.1296877,0.09033881,interIsoFoam,0.0012299999999996203
5.65017,0.09513975,0.1296855,0.09032472,interIsoFoam,0.0012400000000001299
5.6514,0.09514918,0.1296833,0.09031027,interIsoFoam,0.0012299999999996203
5.65263,0.09515661,0.129681,0.09029606,interIsoFoam,0.0012300000000005085
5.65386,0.09516296,0.1296788,0.09028125,interIsoFoam,0.0012299999999996203
5.65509,0.09517235,0.1296764,0.09026691,interIsoFoam,0.0012300000000005085
5.65632,0.09517971,0.1296741,0.09025208,interIsoFoam,0.0012299999999996203
5.65756,0.09518601,0.1296718,0.09023763,interIsoFoam,0.0012400000000001299
5.65879,0.09519556,0.1296696,0.09022268,interIsoFoam,0.0012299999999996203
5.66002,0.09520289,0.1296673,0.0902079,interIsoFoam,0.0012300000000005085
5.66125,0.09520932,0.1296651,0.09019277,interIsoFoam,0.0012299999999996203
5.66248,0.095219,0.1296627,0.09017803,interIsoFoam,0.0012300000000005085
5.66372,0.09522646,0.1296604,0.09016297,interIsoFoam,0.0012399999999992417
5.66495,0.09523296,0.129658,0.09014808,interIsoFoam,0.0012300000000005085
5.66618,0.0952429,0.1296556,0.09013262,interIsoFoam,0.0012299999999996203
5.66741,0.09525037,0.1296532,0.09011762,interIsoFoam,0.0012300000000005085
5.66864,0.09525692,0.1296509,0.09010217,interIsoFoam,0.0012299999999996203
5.66987,0.0952669,0.1296484,0.09008671,interIsoFoam,0.0012300000000005085
5.67111,0.09527423,0.129646,0.09007136,interIsoFoam,0.0012399999999992417
5.67234,0.09528044,0.1296435,0.09005479,interIsoFoam,0.0012300000000005085
5.67357,0.0952903,0.1296411,0.09003853,interIsoFoam,0.0012299999999996203
5.67481,0.09530771,0.1296421,0.09002344,interIsoFoam,0.0012400000000001299
5.67604,0.09531,0.1296366,0.09000389,interIsoFoam,0.0012300000000005085
5.67727,0.09531285,0.1296328,0.08998522,interIsoFoam,0.0012299999999996203
5.67851,0.09532575,0.1296339,0.08996915,interIsoFoam,0.0012400000000001299
5.67974,0.09532627,0.1296281,0.08994865,interIsoFoam,0.0012299999999996203
5.68097,0.09533982,0.1296282,0.08993223,interIsoFoam,0.0012300000000005085
5.68221,0.0953397,0.1296224,0.08991175,interIsoFoam,0.0012400000000001299
5.68344,0.09535264,0.1296222,0.08989526,interIsoFoam,0.0012299999999996203
5.68468,0.09536983,0.1296203,0.08987709,interIsoFoam,0.0012400000000001299
5.68592,0.0953831,0.1296166,0.08985899,interIsoFoam,0.0012400000000001299
5.68715,0.0953969,0.1296135,0.08984047,interIsoFoam,0.0012299999999996203
5.68839,0.09540356,0.1296096,0.08982334,interIsoFoam,0.0012400000000001299
5.68963,0.09541286,0.1296065,0.08980571,interIsoFoam,0.0012400000000001299
5.69086,0.09541474,0.1296029,0.08978782,interIsoFoam,0.0012299999999996203
5.6921,0.09539774,0.1295999,0.08976975,interIsoFoam,0.0012400000000001299
5.69334,0.09539398,0.1295962,0.08975259,interIsoFoam,0.0012400000000001299
5.69457,0.0953926,0.1295931,0.08973499,interIsoFoam,0.0012299999999996203
5.69581,0.09540226,0.1295893,0.08971706,interIsoFoam,0.0012400000000001299
5.69704,0.09540796,0.1295861,0.08969987,interIsoFoam,0.0012300000000005085
5.69828,0.09539636,0.1295821,0.08968238,interIsoFoam,0.0012399999999992417
5.69952,0.09539682,0.1295787,0.08966445,interIsoFoam,0.0012400000000001299
5.70075,0.095402,0.1295747,0.08964731,interIsoFoam,0.0012300000000005085
5.70199,0.09539214,0.1295349,0.08962954,interIsoFoam,0.0012400000000001299
5.70323,0.09539257,0.1294718,0.08961252,interIsoFoam,0.0012399999999992417
5.70446,0.09538593,0.1294367,0.08959464,interIsoFoam,0.0012300000000005085
5.7057,0.09537751,0.1293789,0.08957772,interIsoFoam,0.0012400000000001299
5.70694,0.09536611,0.1293049,0.08955983,interIsoFoam,0.0012400000000001299
5.70817,0.09535462,0.1292631,0.08954293,interIsoFoam,0.0012299999999996203
5.70941,0.09534636,0.1292026,0.08952499,interIsoFoam,0.0012400000000001299
5.71065,0.09533931,0.1291284,0.08950808,interIsoFoam,0.0012400000000001299
5.71188,0.09533208,0.1290866,0.08948999,interIsoFoam,0.0012299999999996203
5.71312,0.09532419,0.1290288,0.08947323,interIsoFoam,0.0012400000000001299
5.71436,0.09531487,0.1289591,0.08945622,interIsoFoam,0.0012400000000001299
5.71559,0.09530387,0.1288811,0.0894395,interIsoFoam,0.0012299999999996203
5.71683,0.09529074,0.1287993,0.08942196,interIsoFoam,0.0012400000000001299
5.71807,0.09527542,0.1287167,0.08940526,interIsoFoam,0.0012400000000001299
5.7193,0.09525774,0.1286355,0.08938725,interIsoFoam,0.0012299999999996203
5.72054,0.09523782,0.128635,0.0893721,interIsoFoam,0.0012400000000001299
5.72178,0.09521568,0.1286346,0.08935335,interIsoFoam,0.0012400000000001299
5.72301,0.0951916,0.128634,0.08933834,interIsoFoam,0.0012300000000005085
5.72425,0.09516569,0.1286336,0.08931989,interIsoFoam,0.0012399999999992417
5.72549,0.09513795,0.1286329,0.08930523,interIsoFoam,0.0012400000000001299
5.72672,0.09510858,0.1286324,0.08928521,interIsoFoam,0.0012300000000005085
5.72796,0.0950783,0.1286316,0.0892728,interIsoFoam,0.0012400000000001299
5.7292,0.09349687,0.1286312,0.08925307,interIsoFoam,0.0012399999999992417
5.73043,0.09245982,0.1286306,0.08923944,interIsoFoam,0.0012300000000005085
5.73167,0.09173199,0.1286301,0.08921931,interIsoFoam,0.0012400000000001299
5.7329,0.09120952,0.1286294,0.08920618,interIsoFoam,0.0012299999999996203
5.73414,0.09082859,0.1286289,0.08918722,interIsoFoam,0.0012400000000001299
5.73538,0.0905483,0.1286281,0.08917262,interIsoFoam,0.0012400000000001299
5.73661,0.09034155,0.1286276,0.08915298,interIsoFoam,0.0012299999999996203
5.73785,0.09018906,0.1286269,0.08913885,interIsoFoam,0.0012400000000001299
5.73909,0.09007769,0.1286264,0.08912028,interIsoFoam,0.0012400000000001299
5.74032,0.0899984,0.1286256,0.08910631,interIsoFoam,0.0012299999999996203
5.74156,0.08641737,0.1286255,0.08908662,interIsoFoam,0.0012400000000001299
5.7428,0.08216743,0.1286252,0.08907079,interIsoFoam,0.0012400000000001299
5.74403,0.0799606,0.1286251,0.08905208,interIsoFoam,0.0012300000000005085
5.74527,0.07995931,0.1286248,0.08903662,interIsoFoam,0.0012399999999992417
5.74651,0.07995802,0.1286248,0.08901868,interIsoFoam,0.0012400000000001299
5.74774,0.07995673,0.1286244,0.0890044,interIsoFoam,0.0012300000000005085
5.74898,0.07995543,0.1286242,0.08898908,interIsoFoam,0.0012400000000001299
5.75022,0.07995414,0.1286249,0.08897608,interIsoFoam,0.0012399999999992417
5.75145,0.07995284,0.1286256,0.08896192,interIsoFoam,0.0012300000000005085
5.75269,0.07995155,0.1286254,0.08894918,interIsoFoam,0.0012400000000001299
5.75393,0.07995025,0.1286258,0.0889355,interIsoFoam,0.0012400000000001299
5.75516,0.07994895,0.1286254,0.0889226,interIsoFoam,0.0012299999999996203
5.7564,0.07994765,0.1286255,0.08890887,interIsoFoam,0.0012400000000001299
5.75764,0.07994636,0.128625,0.0888955,interIsoFoam,0.0012400000000001299
5.75887,0.07994508,0.1286249,0.0888811,interIsoFoam,0.0012299999999996203
5.76011,0.07994379,0.1286246,0.08886716,interIsoFoam,0.0012400000000001299
5.76135,0.0799425,0.1286247,0.088852,interIsoFoam,0.0012400000000001299
5.76258,0.07994121,0.1286244,0.08883737,interIsoFoam,0.0012299999999996203
5.76382,0.07993991,0.1286241,0.08882153,interIsoFoam,0.0012400000000001299
5.76506,0.07993861,0.1286237,0.08880661,interIsoFoam,0.0012400000000001299
5.76629,0.07993731,0.1286235,0.08879028,interIsoFoam,0.0012299999999996203
5.76753,0.079936,0.1286232,0.08877521,interIsoFoam,0.0012400000000001299
5.76876,0.08000791,0.128623,0.08875858,interIsoFoam,0.0012300000000005085
5.77,0.08037274,0.1286227,0.08874397,interIsoFoam,0.0012399999999992417
5.77124,0.08067808,0.1286224,0.0887275,interIsoFoam,0.0012400000000001299
5.77247,0.08094119,0.1286223,0.08871321,interIsoFoam,0.0012300000000005085
5.77371,0.08117948,0.1286222,0.08869664,interIsoFoam,0.0012400000000001299
5.77495,0.08142675,0.1286221,0.08868244,interIsoFoam,0.0012399999999992417
5.77618,0.08166869,0.128622,0.08866574,interIsoFoam,0.0012300000000005085
5.77742,0.08188561,0.1286218,0.08865182,interIsoFoam,0.0012400000000001299
5.77866,0.08207513,0.1286219,0.08863503,interIsoFoam,0.0012400000000001299
5.77989,0.08223975,0.1286219,0.08862138,interIsoFoam,0.0012299999999996203
5.78113,0.0823806,0.1286218,0.0886046,interIsoFoam,0.0012400000000001299
5.78237,0.08250812,0.1286217,0.08859106,interIsoFoam,0.0012400000000001299
5.7836,0.08261745,0.1286217,0.08857421,interIsoFoam,0.0012299999999996203
5.78484,0.08271104,0.1286217,0.0885609,interIsoFoam,0.0012400000000001299
5.78608,0.08279087,0.1286218,0.08854404,interIsoFoam,0.0012400000000001299
5.78731,0.08285892,0.1286327,0.08853087,interIsoFoam,0.0012299999999996203
5.78855,0.08291694,0.1286336,0.08851399,interIsoFoam,0.0012400000000001299
5.78979,0.08296658,0.1286222,0.08850087,interIsoFoam,0.0012400000000001299
5.79102,0.08300919,0.1286223,0.08848373,interIsoFoam,0.0012299999999996203
5.79226,0.08304574,0.1286225,0.08847051,interIsoFoam,0.0012400000000001299
5.7935,0.08307768,0.1286228,0.088453,interIsoFoam,0.0012400000000001299
5.79473,0.08310575,0.1286231,0.08843964,interIsoFoam,0.0012300000000005085
5.79597,0.08312715,0.1286232,0.08842175,interIsoFoam,0.0012399999999992417
5.79721,0.08314683,0.1286235,0.08840802,interIsoFoam,0.0012400000000001299
5.79844,0.08316443,0.1286239,0.08838974,interIsoFoam,0.0012300000000005085
5.79968,0.08318067,0.1286244,0.08837584,interIsoFoam,0.0012400000000001299
5.80092,0.08319557,0.1286248,0.08835704,interIsoFoam,0.0012399999999992417
5.80215,0.08320708,0.1286251,0.08834254,interIsoFoam,0.0012300000000005085
5.80339,0.0832145,0.1286256,0.08832316,interIsoFoam,0.0012400000000001299
5.80462,0.08322242,0.1286261,0.08830829,interIsoFoam,0.0012299999999996203
5.80586,0.08322716,0.1286265,0.08828849,interIsoFoam,0.0012400000000001299
5.8071,0.08322999,0.1286271,0.08827342,interIsoFoam,0.0012400000000001299
5.80833,0.08323326,0.1286277,0.08825329,interIsoFoam,0.0012299999999996203
5.80957,0.0832344,0.1286281,0.08823795,interIsoFoam,0.0012400000000001299
5.81081,0.08323389,0.1286287,0.08821743,interIsoFoam,0.0012400000000001299
5.81204,0.08323455,0.1286294,0.08820195,interIsoFoam,0.0012299999999996203
5.81328,0.08323288,0.1286299,0.08818108,interIsoFoam,0.0012400000000001299
5.81452,0.08323033,0.1286305,0.08816556,interIsoFoam,0.0012400000000001299
5.81575,0.08322961,0.1286312,0.08814445,interIsoFoam,0.0012300000000005085
5.81699,0.08322651,0.1286319,0.08812879,interIsoFoam,0.0012399999999992417
5.81823,0.08322235,0.1286325,0.08810735,interIsoFoam,0.0012400000000001299
5.81946,0.08322027,0.1286332,0.08809041,interIsoFoam,0.0012300000000005085
5.8207,0.08321828,0.1286339,0.08806677,interIsoFoam,0.0012400000000001299
5.82194,0.08321303,0.1286346,0.08804974,interIsoFoam,0.0012399999999992417
5.82317,0.08320705,0.1286353,0.08802605,interIsoFoam,0.0012300000000005085
5.82441,0.08320196,0.128636,0.08800786,interIsoFoam,0.0012400000000001299
5.82565,0.0831968,0.1286368,0.08798209,interIsoFoam,0.0012400000000001299
5.82688,0.08319296,0.1286377,0.08796281,interIsoFoam,0.0012299999999996203
5.82812,0.08318839,0.1286385,0.08793744,interIsoFoam,0.0012400000000001299
5.82936,0.08318337,0.1286394,0.08791734,interIsoFoam,0.0012400000000001299
5.83059,0.08317917,0.1286404,0.08789135,interIsoFoam,0.0012299999999996203
5.83183,0.08317415,0.1286413,0.08787096,interIsoFoam,0.0012400000000001299
5.83307,0.08316844,0.1286421,0.08784465,interIsoFoam,0.0012400000000001299
5.8343,0.08316335,0.128643,0.08782529,interIsoFoam,0.0012299999999996203
5.83554,0.08315738,0.128644,0.08779843,interIsoFoam,0.0012400000000001299
5.83678,0.08315216,0.128645,0.08777875,interIsoFoam,0.0012400000000001299
5.83801,0.08314743,0.128646,0.08775155,interIsoFoam,0.0012299999999996203
5.83925,0.08314169,0.128647,0.08773042,interIsoFoam,0.0012400000000001299
5.84048,0.08313628,0.1286479,0.08770219,interIsoFoam,0.0012300000000005085
5.84172,0.08313118,0.1286491,0.08768039,interIsoFoam,0.0012399999999992417
5.84296,0.08312485,0.12865,0.08765174,interIsoFoam,0.0012400000000001299
5.84419,0.08311876,0.1286511,0.08762962,interIsoFoam,0.0012300000000005085
5.84543,0.08311244,0.1286521,0.08760075,interIsoFoam,0.0012400000000001299
5.84667,0.08310583,0.1286532,0.08757839,interIsoFoam,0.0012399999999992417
5.8479,0.08309843,0.1286542,0.08754932,interIsoFoam,0.0012300000000005085
5.84914,0.08308893,0.1286553,0.08752682,interIsoFoam,0.0012400000000001299
5.85038,0.08307873,0.1286563,0.08749758,interIsoFoam,0.0012400000000001299
5.85161,0.08306748,0.1286573,0.08747484,interIsoFoam,0.0012299999999996203
5.85285,0.08305498,0.1286583,0.08744544,interIsoFoam,0.0012400000000001299
5.85409,0.08304124,0.1286593,0.08742254,interIsoFoam,0.0012400000000001299
5.85532,0.08302589,0.1286603,0.08739306,interIsoFoam,0.0012299999999996203
5.85656,0.08300889,0.1286614,0.08736998,interIsoFoam,0.0012400000000001299
5.8578,0.08299487,0.1286626,0.08734039,interIsoFoam,0.0012400000000001299
5.85903,0.08297859,0.1286638,0.08731714,interIsoFoam,0.0012299999999996203
5.86027,0.08295872,0.128665,0.08728755,interIsoFoam,0.0012400000000001299
5.86151,0.0829353,0.1286661,0.08726423,interIsoFoam,0.0012400000000001299
5.86274,0.08291416,0.1286672,0.08723453,interIsoFoam,0.0012299999999996203
5.86398,0.08289024,0.1286684,0.08721096,interIsoFoam,0.0012400000000001299
5.86522,0.0828618,0.1286695,0.08718123,interIsoFoam,0.0012400000000001299
5.86645,0.08283615,0.1286708,0.08715745,interIsoFoam,0.0012300000000005085
5.86769,0.08280833,0.1286719,0.08712764,interIsoFoam,0.0012399999999992417
5.86893,0.08277535,0.128673,0.08710372,interIsoFoam,0.0012400000000001299
5.87016,0.08274623,0.1286743,0.08707386,interIsoFoam,0.0012300000000005085
5.8714,0.08271434,0.1286756,0.0870498,interIsoFoam,0.0012400000000001299
5.87264,0.08267852,0.1286767,0.08701994,interIsoFoam,0.0012399999999992417
5.87387,0.08264595,0.128678,0.0869958,interIsoFoam,0.0012300000000005085
5.87511,0.0826117,0.1286792,0.08696589,interIsoFoam,0.0012400000000001299
5.87634,0.08257535,0.1286804,0.08694167,interIsoFoam,0.0012299999999996203
5.87758,0.08253716,0.1286816,0.08691177,interIsoFoam,0.0012400000000001299
5.87882,0.08250333,0.128683,0.08688754,interIsoFoam,0.0012400000000001299
5.88005,0.08246862,0.1286842,0.08685753,interIsoFoam,0.0012299999999996203
5.88129,0.08243244,0.1286868,0.0868333,interIsoFoam,0.0012400000000001299
5.88253,0.08239495,0.128689,0.08680332,interIsoFoam,0.0012400000000001299
5.88376,0.08236246,0.1286909,0.08677896,interIsoFoam,0.0012299999999996203
5.885,0.08232956,0.128693,0.08674916,interIsoFoam,0.0012400000000001299
5.88624,0.08229466,0.1286947,0.08672453,interIsoFoam,0.0012400000000001299
5.88747,0.08225937,0.1286963,0.08669478,interIsoFoam,0.0012300000000005085
5.88871,0.08223019,0.1286979,0.08666988,interIsoFoam,0.0012399999999992417
5.88995,0.08220123,0.1286995,0.08664028,interIsoFoam,0.0012400000000001299
5.89118,0.0821719,0.128701,0.08661512,interIsoFoam,0.0012300000000005085
5.89242,0.08214221,0.1287024,0.0865857,interIsoFoam,0.0012400000000001299
5.89366,0.08211295,0.1287037,0.08656024,interIsoFoam,0.0012399999999992417
5.89489,0.08209034,0.1287051,0.08653101,interIsoFoam,0.0012300000000005085
5.89613,0.0820682,0.1287065,0.08650548,interIsoFoam,0.0012400000000001299
5.89737,0.08204605,0.1287078,0.08647653,interIsoFoam,0.0012399999999992417
